jobNumber,jobName,sales,location,region,description,priority,currentStatus,jobNotes,readyForInstall,orderDate,mfgTarget,mfgTargetModified,installTarget,scheduledInstall,dateInstalled,dateToAdmin,vendor,poNumber,vendorStatus,mfgRegion,installRegion,ulSign,value,totalHrsMfg,totalHrsInstall,dip,vinylDueDate,sketchFile,process,isActive,dept_graphics,dept_routingType,dept_metal,dept_assembly,dept_plexApplication,dept_vinyl
J36853,Penguin Group LLC dba Super Subs,DP,South Hutchinson,WK,"Plex Face with Digitally Printed Graphics Furnish (1) 3'h x 10'w plex face for landlord provided cabinet with applied digitally printed applied vinyl graphics. Face to be installed in cabinet at Lumineo Plant before installation of cabinet at location. This face installs in cabinet that landlord (Vee, LLC) produced on J36975.",,Complete to Admin,,Survey needed,2026-04-13,2026-06-01,,2026-06-07,,2026-05-08,2026-06-04,MIRATEC,20020,RECEIVED,WK,WK,False,1402.31,,0.0,56.0,,J36853 Penguin Group LLC_Plex Face.pdf,Completed,False,Outsourced,,,,done,
J31228,Iron Insurance Partners,DP,South Hutchinson,WK,"Aluminum Pan Sign with applied graphic Remove and dispose of current letters on building. Furnish and install 3' X 20' aluminum pan sign with applied graphic. Pan sign and returns to be painted white. Fonts: Brand logo, Montserrat Regular, Montserrat Bold Charcoal: Pantone 6 (RGB 55/60/63), Solid Gold: Pantone 126 (145/128/98). City permits to be billed at cost on final invoice. Pricing Contingent upon access/survey etc.",RED DATE,Complete to Admin,,Survey needed,2026-04-14,2026-06-02,2026-05-29,2026-06-08,,2026-06-01,2026-06-04,GREGORY,20028,RECEIVED,WK,WK,False,4616.1,,0.0,55.0,2026-05-14,document - 2026-04-15T075605.718.pdf,Completed,False,Outsourced,,done,,done,
J31226,Iron Insurance Partners,DP,South Hutchinson,WK,Updated Plex Faces on Monument Sign Survey needed. Furnish and install (2) new white plex faces with applied graphic of new logo and copy. City permits to be billed at cost on final invoice. Pricing Contingent upon access/survey etc.,,Complete to Admin,survey/pattern face requested / partial survey done 5/18,Survey needed,2026-04-14,2026-06-02,2026-06-04,2026-06-08,,2026-06-05,2026-06-08,GREGORY,20252,ORDERED,WK,WK,False,3102.32,,0.0,55.0,2026-05-20,J31226 IRON INSURANCE PARTNERS_PLEX FACES SKETCH.pdf,In Process,True,Outsourced,,,,done,
J36975,VEE LLC - Hart Shopping Center,DP,South Hutchinson,WK,"New SF/II Economy Cabinet Furnish and install (1) 36"" x 10' economy-style LED internally illuminated wall sign cabinet on fascia of Hart Shopping Center (511 address - centered above door/windows on upper fascia). Cabinet and retainers painted black. The new tenant is having their face produced on another job order. Customer is responsible for needed electrical service to sign. Sign permit costs to be added onto final invoice. *Will need to block off parking spaces/go early",,Complete to Admin,,Survey needed,2026-04-14,2026-06-02,,2026-06-08,,2026-06-03,2026-06-04,,,,WK,WK,False,3298.34,,0.0,55.0,,J36975 VEE LLC_New SF economy cabinet.pdf,Completed,False,,,done,done,,
J36842,First Dental,NH,Dodge City,WK,"re-face existing D/F I/I cabinet SIGN RE-FACE (NEW LOGO): Furnish and install (2) flat polycarbonate faces with translucent digitally-printed vinyl graphics/UV laminate, to fit the exiting 6'h x 8'w double-face, internally-illuminated ID cabinet. Remove and dispose of the existing faces. Slide the new ones into place. *IF ANY LIGHTING SERVICE IS NEEDED, LUMINEO CAN PROVIDE ON AN ADDITIONAL ""TIME & MATERIALS"" BASIS. *Survey Details; Trim size = 71 5/16"" x 95 11/16"" x 3/16"", with a 3/4""x3/4"" hang bar on the back side (2nd-surface, top edge). 2"" retainers.",,Complete to Admin,,Survey needed,2026-04-16,2026-06-04,,2026-06-10,,2026-05-26,2026-05-27,MIRATEC,20032,RECEIVED,WK,WK,False,3858.98,,0.0,53.0,,J36842 FIRST DENTAL.pdf,Completed,False,Outsourced,,,,done,
J36747,Central National Bank,VB,Great Bend,WK,"At Central National Bank’s new location in Great Bend: 1) verify dimensions for new monument sign faces 2) after the previous business’ faces have been removed, repaint the cabinet frame and top PMS 288 blue 3) provide and install new white LED Kwik Stiks for internal illumination and power supplies 4) provide and install two new 5’ x 10’ routed sign faces for the Central National Bank logo, painted PMS 288 blue, with push-thru acrylic, overlaid with white vinyl 5) take completion photos Drawing VB-J36747",,Complete to Admin,,,2026-04-17,2026-06-05,2026-05-29,2026-06-11,,2026-05-30,2026-06-04,,,,WK,WK,False,16885.0,,0.0,52.0,2026-05-14,J36747 Central National Bank_Monument Sign.pdf,Completed,False,Hutch,Routing Complete,done,done,done,
J37277,"Weigand-Omega Management, Inc.",TC,Wichita,WK,"Large Directional Vinyl - Weigand-Omega Remove existing tenant copy and black background below ""North Entrance"" from south elevation of directional sign. Clean application surface thoroughly. Furnish and install one (1) new 42"" (H) x 34-1/2"" (W) 3M 7725-12 Black vinyl background. On top of the black background, furnish and install the following tenant copy in 3M 7725-10 White vinyl, reference design TC-J37277. Cypress Imaging - MRI & CT Cypress Interventional Cypress Medical Spa Heartland Pathology Lab Total Wound Care",,Complete to Admin,,Survey needed,2026-04-21,2026-06-09,,2026-06-15,,2026-06-05,2026-06-08,,,,WK,WK,False,829.89,,0.0,48.0,,J37277 WEIGAND OMEGA MANAGEMENT.pdf,Complete Need Paperwork,False,Hutch,,,,,done
J37245,Cambridge Family Denistry,DW,Wichita,WK,"Furnish and install (1) 3'-7"" tall by 4'-2"" wide painted aluminum overlay with vinyl graphics. Paint to match PMS 468 Beige Applied Vinyl in 7725-69 DURANODIC bronze",,Complete to Admin,Kevin to install,Survey needed,2026-04-24,2026-06-12,2026-06-03,2026-06-18,,2026-06-04,2026-06-08,,,,WK,WK,False,1178.48,,0.0,45.0,2026-05-19,document - 2026-04-27T095022.526.pdf,In Process,True,Hutch,,,,done,done
J37096,Intellicents,TC,Wichita,WK,"Pan Sign Vinyl - Intellicents Remove existing Korol vinyl, and thoroughly clean application surface. Furnish and Install one (1) 3'-2"" (H) x 3'-2"" (W) digitally printed vinyl graphic. Reference design TC-J37096.",,Complete to Admin,,Survey needed,2026-04-27,2026-06-15,2026-06-03,2026-06-21,,2026-06-04,2026-06-08,GREGORY,20117,RECEIVED,WK,WK,False,692.0,0.0,0.0,42.0,2026-05-19,J37096 INTELLICENTS.pdf,In Process,True,,,,,,
J37350,Vona Private Studio,TC,Wichita,WK,"Print on Plex - Vona Private Studio Furnish and install one (1) new approximately 4'-0"" (H) x 10'-0"" (W) plex face with applied digital print of customer logo. Reference design TC-J37350. NOTE: Survey will be required to determine final sizing. Any required sign permit(s) to be sourced by Lumineo Signs, and billed at cost in addition to final invoice.",,Complete to Admin,Survey needed / survey received 5/18/26,Survey needed,2026-04-28,2026-06-16,2026-06-03,2026-06-22,,2026-06-04,2026-06-08,MIRATEC,20262,SHIPPING,WK,WK,False,2239.18,,0.0,41.0,2026-05-19,J37350 VONA PRIVATE SUTDIO.pdf,In Process,True,Outsourced,,,,done,
J37344,WAM CAPITAL - TGW,CC,Wichita,WK,"Remove existing address numerals and furnish new pan sign with raised numerals Remove the formed plastic address numerals from the south side of the 8908 building. Fabricate and install a new 5' (H) x 9' (W) x 2"" (D), aluminum pan sign with routed numerals attached. Install on the upper building fascia, at the east end of building's south elevation. Background pan to be sanded, primed, and painted silver. Routed aluminum numerals sanded, primed, and painted PMS 424C. Reference design CC-J37344. Center up and down on fascia. Center left and right between downspouts. This is on the south elevation at the east end of building.",,Complete to Admin,,Survey needed,2026-04-29,2026-06-17,2026-06-17,2026-06-23,,2026-06-04,2026-06-08,GEMINI,20116,RECEIVED,WK,WK,False,7401.43,,0.0,40.0,2026-06-02,"J37344 WAM Capital TGW Building_ address pan.pdf, Existing Address Placement.jpg",In Process,True,,,done,done,,
J37421,Cris Corey State Farm,AS,Hutchinson,WK,Reface Remove and dispose of current sign face. Furnish and install (1) 24”x24” plex face with digital print customer brand.,,Complete to Admin,,Survey needed,2026-04-29,2026-06-17,2026-06-05,2026-06-23,,2026-06-08,2026-06-08,MIRATEC,20132,RECEIVED,WK,WK,False,937.54,,0.0,40.0,2026-05-21,J37421 CRIS COREY STATE FARM _ SMALL REPLACEMENT PLEX FACE.pdf,In Process,True,Outsourced,,,,done,
J36681,NEO Home Loan,AS,Newton,WK,Small panels vinyl Remove and graphics of PRMI on pole sign and apply new graphics to bottom pan.,,Complete to Admin,,Survey needed,2026-04-29,2026-06-17,2026-06-03,2026-06-23,,2026-06-03,2026-06-04,GREGORY,20133,RECEIVED,WK,WK,False,1589.35,0.0,0.0,40.0,2026-05-19,J36681 NEO HOME LOANS.pdf,Complete Need Paperwork,False,,,,,,
J37097,Intellicents,TC,Wichita,WK,"Brushed Alum Exterior Entry Sign - Intellicents Remove and dispose of existing Korol Financial Group LLC signage. Furnish and Install one (1) set of 3/8"" (D) Flat Cut Out letters of Intellicents logo, in a satin brushed aluminum finish. New FCOs to install flush mount directly to brick above doorway, where previous signage was. Reference design TC-J37097.",,Complete to Admin,,Survey needed,2026-04-29,2026-06-17,,2026-06-23,,2026-06-04,2026-06-08,GEMINI,20120,RECEIVED,WK,WK,False,2676.89,0.0,0.0,40.0,,J37097 INTELLICENTS.pdf,In Process,True,,,,,,
J37501,FIDELITY BANK,CC,Wichita,WK,Remove the existing vinyl graphics from the exterior windows of the Twin Lakes branch. Furnish and install new printed and white vinyl graphics that would match current graphics.,,Complete to Admin,Tanner to install,Survey needed,2026-05-01,2026-06-19,,2026-06-25,,2026-06-05,,GREGORY,20156,RECEIVED,WK,WK,False,1805.0,,0.0,38.0,,,In Process,True,"Hutch,Outsourced",,,,,done
J37557,Simpson Construction Services,CC,Wichita,WK,"Bend and paint 4"" (H), .063 aluminum to cover gap on the west legs of both ATM canopies, and provide stamped engineered drawings of canopy structure.",,Complete to Admin,Chuck to install,Survey needed,2026-05-04,2026-06-22,2026-05-22,2026-06-28,,2026-06-04,2026-06-08,,,,WK,WK,False,1264.6,,0.0,35.0,2026-05-07,Shroud Dimensions.jpg,In Process,True,,,done,,,
J37559,Dream First Bank,NH,Garden City,WK,Furnish (5 sets) of regular-cut vinyl graphics (7725-12 black + custom digitally-printed blue) to fit the sides of (5) 2026 Chevy Silverado pickups. Nathan to coordinate the application of all six trucks at the customer's Garden City site. (Likely in two separate days).,Rush,Complete to Admin,,Survey needed,2026-05-05,2026-06-23,,2026-06-29,,2026-05-27,2026-06-01,GREGORY,20140,RECEIVED,WK,WK,False,2988.21,,0.0,34.0,,document - 2026-05-06T083439.471.pdf,Completed,False,"Hutch,Outsourced",,,,,done
J37569,Davis Liquor Outlet,CC,Wichita,WK,Furnish and install new regular cut vinyl graphics and apply to the top tenant panel on the Meritrust/Sweetbriar pylon sign. Reference design CC-J37569.,,Complete to Admin,,Survey needed,2026-05-07,2026-06-25,2026-06-04,2026-07-01,,2026-06-05,,,,,WK,WK,False,643.02,,0.0,32.0,2026-05-20,document - 2026-05-08T083355.224.pdf,In Process,True,Hutch,,,,,done
J37585,CENTRAL NATIONAL BANK,VB,Great Bend,WK,"At Central National Bank’s new location in Great Bend: 1) after the previous business’ cabinet has been removed, modify the 2’9” x 10’ cabinet to remove the existing routed face 2) provide and install a new routed face for the Central National Bank logo, painted PMS 288 blue, with internal white LED illumination and push-thru acrylic, overlaid with white vinyl 3) repaint cabinet PMS 288 blue 4) install cabinet in same location on entrance wall 5) take completion photos Drawing VB-J37585",,Complete to Admin,,Survey needed,2026-05-07,2026-06-25,2026-05-29,2026-07-01,,2026-05-30,2026-06-04,,,,WK,WK,False,5777.0,,0.0,32.0,2026-05-14,document - 2026-05-08T083020.369.pdf,Completed,False,Hutch,Routing Complete,done,done,done,
J37504,Soma Therapy,DW,Wichita,WK,Fabricate and install (1) prepainted black acm panels with white vinyl graphics.,,Complete to Admin,,Survey needed,2026-05-08,2026-06-26,2026-06-01,2026-07-02,,2026-06-04,2026-06-08,GREGORY,20231,ORDERED,WK,WK,False,897.28,,0.0,31.0,2026-05-17,document - 2026-05-09T063459.019.pdf,In Process,True,Outsourced,,,,done,
J37591,FIDELITY BANK,CC,Wichita,WK,"Furnish and install perforated black vinyl, on first surface of Grow's west set of windows, to the north of their entrance. Full coverage on one door, and seven windows.",,Complete to Admin,Tanner to install,Survey needed,2026-05-11,2026-06-29,,2026-07-05,,2026-06-05,2026-06-08,GREGORY,20241,RECEIVED,WK,WK,False,2595.67,0.0,0.0,28.0,,,In Process,True,,,,,,
J37657,Kaye Electric,AS,Newton,WK,"On newly installed monument sign, Remove and dispose of old side panel. Furnish and install (1) 15.5” W x53” H new painted to match existing aluminum side panel that covers left side of EMC where customer put wiring outside the sign after seeing the conduit inside the sign.",,Complete to Admin,,Survey needed,2026-05-12,2026-06-30,,2026-07-06,,2026-06-02,2026-06-04,,,,WK,WK,False,938.0,,0.0,27.0,,,Completed,False,,,done,,,
J37718,CENTRAL NATIONAL BANK,VB,Great Bend,WK,"At Central National Bank Great Bend, due to the three-week delay in getting accurate dimensions for the wall sign: 1) provide and install a new banner to match the new design for the wall sign cabinet while the routed face is being fabricated 2) use PMS 288 blue paint from previous jobs to paint grommets blue 3) turn off disconnect switch 4) take completion photos 5) when new face is ready, remove banner, fill holes and touch up with PMS blue paint",,Complete to Admin,,Survey needed,2026-05-14,2026-07-02,,2026-07-08,,2026-05-29,2026-06-01,INDEPENDENT'S,,RECEIVED,WK,WK,False,,0.0,0.0,25.0,,,Completed,False,,,,,,
J37271,FIDELITY BANK (E. English),CC,Wichita,WK,Furnish international no guns symbols produced from etched look vinyl,,Complete to Admin,,Survey needed,2026-05-22,2026-07-10,,2026-07-16,,2026-06-05,2026-06-08,,,,WK,WK,False,134.8,,0.0,17.0,,J37271 FIDELITY BANK_ NO GUN DECAL.pdf,In Process,True,Hutch,,,,,done
J37826,Watson's Barber Shop,CC,Wichita,WK,Furnish and install new vinyl graphics for Watson's Barber Shop on the recently installed Sweetbriar tenant sign. Graphics to be applied on both sides of tenant sign. Reference design CC-J37826.,,Complete to Admin,,,2026-06-04,2026-07-23,,2026-07-29,,2026-06-05,,,,,WK,WK,False,219.26,0.0,0.0,4.0,,,Upcoming,True,,,,,,
J26130,/ THRIVE RESTAURANT GROUP - Carlos O'Kelly's,DW,"Grand Island, NE",WK,Pylon Sign half lighting.,,Service Complete to Admin,check on order (open in BC) Mike has original,Survey needed,2024-08-01,2024-09-19,,2024-09-25,,,,,,,WK,WK,False,,0.0,0.0,676.0,,,Service Complete,False,,,,,,
J27207,/ LOVE'S COUNTRY STORES,NH,Dodge City,WK,"Receive & install (1) 10'x20' vinyl wrap. Dispose of the existing wrap. Re-use existing rod & straps. *CUSTOMER PAYS FOR THE COST OF THE FACE CHANGE (PER NEW SITE OFFERING), LEAVING EXISTING LEASE TERMS AS IS.",,Service Complete to Admin,09.12.25 Installed Vinyl wrap DK 09.16.25 Cut trees DK,Survey needed,2024-09-26,2024-11-14,,2024-11-20,,2025-09-12,2025-09-22,,,,WK,WK,False,,0.0,0.0,620.0,,,Service Complete,False,,,,,,
J27879,/ Fox Theatre,LNI,Hutchinson,WK,Customer called in. The glass has broken and is falling out of one of the rooftop ornamental fixtures. It is falling onto the sidewalk below so there is a safety concern. Please survey and repair as needed.,,Service Complete to Admin,"Waiting on funding surveyed, cost to Mike 2/20 - Waiting on word from customer - Mike waiting for response. 05.07.26 removed broken rooftop ornametal and took to glass shop for repair. upgraded all to LED lights. reinstalled repaired unit. AH/LM/LC",Survey needed,2024-10-29,2024-12-17,,2024-12-23,,2026-05-07,2026-05-11,,,,WK,WK,False,,0.0,0.0,587.0,,,Service Complete,False,,,,,,
J30615,GUARANTY STATE BANK,DP,Smith Center,WK,"Semi-Annual Maintenance SEMI-ANNUAL MAINTENANCE ON D/F 12"" CHARACTER LED M/C AND S/F INTERIOR M/C. Test all cooling fans and replace any defective units.",,Service Complete to Admin,Tie this in with possible EMC demo with Dave in area Can tie this in with a Survey in Russell (J25207 - Southwind Bank) 8.16.25 Test lit both EMC need parts for outside unit. -5 led modules -1 photo eye sensor 02.03.26 installed above parts and test lit. all working at this time. HA,Survey needed,2025-04-10,2025-05-29,,2025-06-04,,2026-02-03,2026-02-04,,,,WK,WK,False,,0.0,0.0,424.0,,,Service Complete,False,,,,,,
J33181,HUTCHINSON COMMUNITY COLLEGE,AS,Hutchinson,WK,Interior Sports Arena_Panel going dim Call came in from Steve Carpenter. On the West Arena videoboard on the lowere right corner of the Midwest logo. One of the panels is starting to look different. This is a DAK unit. Contact for DAK service is 1-800-325-8766. TFS would like us to help them troubleshoot this so we can get parts on order and repair as needed. *Steve Carpenter is the HCC contact. 620-921-1242,,Service Complete to Admin,printed 9.3.25 11.19.25 sign still working with no issues. HA,Survey needed,2025-09-02,2025-10-21,,2025-10-27,,2025-11-19,2025-11-21,,,,WK,WK,False,,0.0,0.0,279.0,,Picture of panel that is dim.jpg,Service Complete,False,,,,,,
J34130,GUARANTY STATE BANK,DP,Smith Center,WK,"NC - Oct Semi-Annual Maint SEMI-ANNUAL MAINTENANCE ON D/F 12"" CHARACTER LED M/C AND S/F INTERIOR M/C. Test all cooling fans and replace any defective units.",,Service Complete to Admin,Still working off of 1st Semi annual J30615. Cancel this one HA,Survey needed,2025-10-17,2025-12-05,,2025-12-11,,,2026-01-30,,,,WK,WK,False,,0.0,0.0,234.0,,,Service Complete,False,,,,,,
J34935,"Stone Creek Station (GC Investments, Inc)",NH,Garden City,WK,"channel letters out Customer reports that the south 1/3 of the channel letter sign is out. (Worked fine for several days following installation, but is not out). Check and repair as needed.",,Service Complete to Admin,"12.02.25 repopulated ""E"" with new LED's MC",Survey needed,2025-11-26,2026-01-14,,2026-01-20,,2025-12-02,2025-12-12,,,,WK,WK,False,,0.0,0.0,194.0,,,Service Complete,False,,,,,,
