lni_name,lni_current_status,lni_process,lni_priority,lni_region,lni_sales,lni_location,lni_description,lni_job_notes,lni_ready_for_install,lni_order_date,lni_mfg_target_modified,lni_scheduled_install,lni_date_installed,lni_date_to_admin,lni_vendor,lni_po_number,lni_vendor_status,lni_mfg_region,lni_install_region,lni_value,lni_ul_sign,lni_graphics,lni_routing_type,lni_metal,lni_assembly,lni_plex_application,lni_vinyl_prod
J37245 / Cambridge Family Denistry,Complete to Admin,In Process,,WK,DW,Wichita,"Furnish and install (1) 3'-7"" tall by 4'-2"" wide painted aluminum overlay with vinyl graphics.  Paint to match PMS 468 Beige Applied Vinyl in 7725-69 DURANODIC bronze",Kevin to install,Survey needed,2026-04-24,2026-06-03,,2026-06-04,2026-06-08,,,,WK,WK,1178.48,No,Hutch,,,,X,X
J37096 / Intellicents,Complete to Admin,In Process,,WK,TC,Wichita,"Pan Sign Vinyl - Intellicents Remove existing Korol vinyl, and thoroughly clean application surface. Furnish and Install one (1) 3'-2"" (H) x 3'-2"" (W) digitally printed vinyl graphic. Reference design TC-J37096.",,Survey needed,2026-04-27,2026-06-03,,2026-06-04,2026-06-08,GREGORY,20117,RECEIVED,WK,WK,692,No,,,,,,
J37350 / Vona Private Studio,Complete to Admin,In Process,,WK,TC,Wichita,"Print on Plex - Vona Private Studio Furnish and install one (1) new approximately 4'-0"" (H) x 10'-0"" (W) plex face with applied digital print of customer logo. Reference design TC-J37350.  NOTE: Survey will be required to determine final sizing. Any required sign permit(s) to be sourced by Lumineo Signs, and billed at cost in addition to final invoice.",Survey needed / survey received 5/18/26,Survey needed,2026-04-28,2026-06-03,,2026-06-04,2026-06-08,MIRATEC,20262,SHIPPING,WK,WK,2239.18,No,Outsourced,,,,X,
J37344 / WAM CAPITAL - TGW,Complete to Admin,In Process,,WK,CC,Wichita,"Remove existing address numerals and furnish new pan sign with raised numerals Remove the formed plastic address numerals from the south side of the 8908 building. Fabricate and install a new 5' (H) x 9' (W) x 2"" (D), aluminum pan sign with routed numerals attached. Install on the upper building fascia, at the east end of building's south elevation. Background pan to be sanded, primed, and painted silver. Routed aluminum numerals sanded, primed, and painted PMS 424C. Reference design CC-J37344. Center up and down on fascia. Center left and right between downspouts. This is on the south elevation at the east end of building.",,Survey needed,2026-04-29,2026-06-17,,2026-06-04,2026-06-08,GEMINI,20116,RECEIVED,WK,WK,7401.43,No,,,X,X,,
J37421 / Cris Corey State Farm,Complete to Admin,In Process,,WK,AS,Hutchinson,Reface Remove and dispose of current sign face. Furnish and install (1) 24”x24” plex face with digital print customer brand.,,Survey needed,2026-04-29,2026-06-05,,2026-06-08,2026-06-08,MIRATEC,20132,RECEIVED,WK,WK,937.54,No,Outsourced,,,,X,
J36681 / NEO Home Loan,Complete to Admin,Complete Need Paperwork,,WK,AS,Newton,Small panels vinyl Remove and graphics of PRMI on pole sign and apply new graphics to bottom pan.,,Survey needed,2026-04-29,2026-06-03,,2026-06-03,2026-06-04,GREGORY,20133,RECEIVED,WK,WK,1589.35,No,,,,,,
J37097 / Intellicents,Complete to Admin,In Process,,WK,TC,Wichita,"Brushed Alum Exterior Entry Sign - Intellicents Remove and dispose of existing Korol Financial Group LLC signage. Furnish and Install one (1) set of 3/8"" (D) Flat Cut Out letters of Intellicents logo, in a satin brushed aluminum finish. New FCOs to install flush mount directly to brick above doorway, where previous signage was. Reference design TC-J37097.",,Survey needed,2026-04-29,2026-06-17,,2026-06-04,2026-06-08,GEMINI,20120,RECEIVED,WK,WK,2676.89,No,,,,,,
J37501 / FIDELITY BANK,Complete to Admin,In Process,,WK,CC,Wichita,Remove the existing vinyl graphics from the exterior windows of the Twin Lakes branch. Furnish and install new printed and white vinyl graphics that would match current graphics.,Tanner to install,Survey needed,2026-05-01,2026-06-19,,2026-06-05,,GREGORY,20156,RECEIVED,WK,WK,1805,No,"Hutch,Outsourced",,,,,X
J37557 / Simpson Construction Services,Complete to Admin,In Process,,WK,CC,Wichita,"Bend and paint 4"" (H), .063 aluminum to cover gap on the west legs of both ATM canopies, and provide stamped engineered drawings of canopy structure.",Chuck to install,Survey needed,2026-05-04,2026-05-22,,2026-06-04,2026-06-08,,,,WK,WK,1264.6,No,,,X,,,
J37559 / Dream First Bank,Complete to Admin,Completed,Rush,WK,NH,Garden City,Furnish (5 sets) of regular-cut vinyl graphics (7725-12 black + custom digitally-printed blue) to fit the sides of (5) 2026 Chevy Silverado pickups. Nathan to coordinate the application of all six trucks at the customer's Garden City site. (Likely in two separate days).,,Survey needed,2026-05-05,2026-06-23,,2026-05-27,2026-06-01,GREGORY,20140,RECEIVED,WK,WK,2988.21,No,"Hutch,Outsourced",,,,,X
J37569 / Davis Liquor Outlet,Complete to Admin,In Process,,WK,CC,Wichita,Furnish and install new regular cut vinyl graphics and apply to the top tenant panel on the Meritrust/Sweetbriar pylon sign. Reference design CC-J37569.,,Survey needed,2026-05-07,2026-06-04,,2026-06-05,,,,,WK,WK,643.02,No,Hutch,,,,,X
J37585 / CENTRAL NATIONAL BANK,Complete to Admin,Completed,,WK,VB,Great Bend,"At Central National Bank’s new location in Great Bend: 1) after the previous business’ cabinet has been removed, modify the 2’9” x 10’ cabinet to remove the existing routed face 2) provide and install a new routed face for the Central National Bank logo, painted PMS 288 blue, with internal white LED illumination and push-thru acrylic, overlaid with white vinyl  3) repaint cabinet PMS 288 blue 4) install cabinet in same location on entrance wall 5) take completion photos Drawing VB-J37585",,Survey needed,2026-05-07,2026-05-29,,2026-05-30,2026-06-04,,,,WK,WK,5777,No,Hutch,Routing Complete,X,X,X,
J37504 / Soma Therapy,Complete to Admin,In Process,,WK,DW,Wichita,Fabricate and install (1) prepainted black acm panels with white vinyl graphics.,,Survey needed,2026-05-08,2026-06-01,,2026-06-04,2026-06-08,GREGORY,20231,ORDERED,WK,WK,897.28,No,Outsourced,,,,X,
J37591 / FIDELITY BANK,Complete to Admin,In Process,,WK,CC,Wichita,"Furnish and install perforated black vinyl, on first surface of Grow's west set of windows, to the north of their entrance. Full coverage on one door, and seven windows.",Tanner to install,Survey needed,2026-05-11,2026-06-29,,2026-06-05,2026-06-08,GREGORY,20241,RECEIVED,WK,WK,2595.67,No,,,,,,
J37657 / Kaye Electric,Complete to Admin,Completed,,WK,AS,Newton,"On newly installed monument sign, Remove and dispose of old side panel. Furnish and install (1) 15.5” W x53” H new painted to match existing aluminum side panel that covers left side of EMC where customer put wiring outside the sign after seeing the conduit inside the sign.",,Survey needed,2026-05-12,2026-06-30,,2026-06-02,2026-06-04,,,,WK,WK,938,No,,,X,,,
J37718 / CENTRAL NATIONAL BANK,Complete to Admin,Completed,,WK,VB,Great Bend,"At Central National Bank Great Bend, due to the three-week delay in getting accurate dimensions for the wall sign: 1) provide and install a new banner to match the new design for the wall sign cabinet while the routed face is being fabricated 2) use PMS 288 blue paint from previous jobs to paint grommets blue 3) turn off disconnect switch 4) take completion photos 5) when new face is ready, remove banner, fill holes and touch up with PMS blue paint",,Survey needed,2026-05-14,2026-07-02,,2026-05-29,2026-06-01,INDEPENDENT'S,,RECEIVED,WK,WK,,No,,,,,,
J37271 / FIDELITY BANK (E. English),Complete to Admin,In Process,,WK,CC,Wichita,Furnish international no guns symbols produced from etched look vinyl,,Survey needed,2026-05-22,2026-07-10,,2026-06-05,2026-06-08,,,,WK,WK,134.8,No,Hutch,,,,,X
J37826 / Watson's Barber Shop,Complete to Admin,Upcoming,,WK,CC,Wichita,Furnish and install new vinyl graphics for Watson's Barber Shop on the recently installed Sweetbriar tenant sign. Graphics to be applied on both sides of tenant sign. Reference design CC-J37826.,,,2026-06-04,2026-07-23,,2026-06-05,,,,,WK,WK,219.26,No,,,,,,
J26130 / / THRIVE RESTAURANT GROUP - Carlos O'Kelly's,Service Complete to Admin,Service Complete,,WK,DW,"Grand Island, NE",Pylon Sign half lighting.,check on order (open in BC) Mike has original,Survey needed,2024-08-01,2024-09-19,,,,,,,WK,WK,,No,,,,,,
J27207 / / LOVE'S COUNTRY STORES,Service Complete to Admin,Service Complete,,WK,NH,Dodge City,"Receive & install (1) 10'x20' vinyl wrap. Dispose of the existing wrap. Re-use existing rod & straps. *CUSTOMER PAYS FOR THE COST OF THE FACE CHANGE (PER NEW SITE OFFERING), LEAVING EXISTING LEASE TERMS AS IS.",09.12.25 Installed Vinyl wrap DK 09.16.25 Cut trees DK,Survey needed,2024-09-26,2024-11-14,,2025-09-12,2025-09-22,,,,WK,WK,,No,,,,,,
J27879 / / Fox Theatre,Service Complete to Admin,Service Complete,,WK,LNI,Hutchinson,Customer called in.  The glass has broken and is falling out of one of the rooftop ornamental fixtures.  It is falling onto the sidewalk below so there is a safety concern.  Please survey and repair as needed.,"Waiting on funding  surveyed, cost to Mike 2/20 - Waiting on word from customer - Mike waiting for response. 05.07.26 removed broken rooftop ornametal and took to glass shop for repair.  upgraded all to LED lights.  reinstalled repaired unit.   AH/LM/LC",Survey needed,2024-10-29,2024-12-17,,2026-05-07,2026-05-11,,,,WK,WK,,No,,,,,,
J30615 / GUARANTY STATE BANK,Service Complete to Admin,Service Complete,,WK,DP,Smith Center,"Semi-Annual Maintenance SEMI-ANNUAL MAINTENANCE ON D/F 12"" CHARACTER LED M/C AND S/F INTERIOR M/C. Test all cooling fans and replace any defective units.",Tie this in with possible EMC demo with Dave in area  Can tie this in with a Survey in Russell (J25207 - Southwind Bank)  8.16.25 Test lit both EMC need parts for outside unit.  -5 led modules -1 photo eye sensor 02.03.26 installed above parts and test lit.  all working at this time.  HA,Survey needed,2025-04-10,2025-05-29,,2026-02-03,2026-02-04,,,,WK,WK,,No,,,,,,
J33181 / HUTCHINSON COMMUNITY COLLEGE,Service Complete to Admin,Service Complete,,WK,AS,Hutchinson,Interior Sports Arena_Panel going dim Call came in from Steve Carpenter.  On the West Arena videoboard on the lowere right corner of the Midwest logo.  One of the panels is starting to look different. This is a DAK unit.  Contact for DAK service is 1-800-325-8766.  TFS would like us to help them troubleshoot this so we can get parts on order and repair as needed. *Steve Carpenter is the HCC contact.  620-921-1242,printed 9.3.25 11.19.25 sign still working with no issues.  HA,Survey needed,2025-09-02,2025-10-21,,2025-11-19,2025-11-21,,,,WK,WK,,No,,,,,,
J34130 / GUARANTY STATE BANK,Service Complete to Admin,Service Complete,,WK,DP,Smith Center,"NC - Oct Semi-Annual Maint SEMI-ANNUAL MAINTENANCE ON D/F 12"" CHARACTER LED M/C AND S/F INTERIOR M/C. Test all cooling fans and replace any defective units.",Still working off of 1st Semi annual  J30615.  Cancel this one  HA,Survey needed,2025-10-17,2025-12-05,,,2026-01-30,,,,WK,WK,,No,,,,,,
"J34935 / Stone Creek Station (GC Investments, Inc)",Service Complete to Admin,Service Complete,,WK,NH,Garden City,"channel letters out Customer reports that the south 1/3 of the channel letter sign is out. (Worked fine for several days following installation, but is not out). Check and repair as needed.","12.02.25 repopulated ""E"" with new LED's  MC",Survey needed,2025-11-26,2026-01-14,,2025-12-02,2025-12-12,,,,WK,WK,,No,,,,,,
J35602 / Farmers State Bank,Service Complete to Admin,Service Complete,,WK,DP,McPherson,EMC Module and Power Supply Replacement MC #31505. Furnish and install (1) EMC module and (1) power supply. Contact Watchfire when on site. Take completion photos. Power line near sign. Parking lot access.,02.11.26 Swapped out P/S (C1).  as per watchfire replaced bad module R1C1 2nd face.  Power cycle readdress and communicate is good.  JS,Survey needed,2026-01-21,2026-03-11,,2026-02-11,2026-02-12,,,,WK,WK,,No,,,,,,
J36510 / WESLEY MEDICAL CENTER,Service Complete to Admin,Service Complete,,WK,DW,Wichita,Wesley Woodlawn Watchfire Service Cindy had Watchfire run diagnostics and sign needs one panel. it is on order.,"03.10.26 Sent to Ray 0735 03.11.26 - Sign all working fine this day. Watchfire unable to diagnose any issues at this time. Will monitor. - RK 04.14.26 - Swapped out module that was sent out to replace existing bad module, but had the bottom 2 rows of pixels not lighting. - JS",Survey needed,2026-03-04,2026-04-22,,,2026-04-15,,,,WK,WK,,No,,,,,,
J36512 / WESLEY MEDICAL CENTER,Service Complete to Admin,Service Complete,,WK,DW,Derby,Derby Watchfire Service Cindy tried to have Watchfire trouble shoot and they could not connect to sign.,"03.06.26 Sent to Ray 15:00 03.11.26 sign all working this day.  reset power and WF can remote in Diagnostics showed no errors.  04.27.26 Swapped out Flare, WF remoted in Ran diagnostics all was good. RK Credit from WF didn't not use module that was sent only Flare",Survey needed,2026-03-04,2026-04-22,,2026-04-27,2026-05-07,,,,WK,WK,,No,,,,,,
J36640 / THE BIG BISCUIT,Service Complete to Admin,Service Complete,,WK,VB,Wichita,"Big Biscuit Maize Road channel letters aren't working--warranty? At The Big Biscuit on Maize Road, Wichita: Warranty? 1) check in/out with manager on duty 2) the channel letters are reported completely out after having worked previously, the breaker was checked 3) take completion photos",03.19.26 no power to sign. could not find time clock or photo eye.  called GC on site he pretty sure they are on 24/7.  test lit with truck and all work's.  RK,Survey needed,2026-03-10,2026-04-28,,2026-04-17,2026-04-28,,,,WK,WK,,No,,,,,,
J36689 / Dudley's Irish Pub,Service Complete to Admin,Service Complete,,WK,TC,Wichita,"Service Neon Outage - Dudley's Contact: Beth Moses - (316) 617-2233 Customer reports ""Dudley's"" section of sign is out. Diagnose and repair as needed. Sign was previously serviced 06/28/24 on J25332, 05/06/25 on J30885, and 10/10/25 on J33860.",Sent to Ray03.12.26 0655 03.19.26 Close order Per TC  Customer no longer needs service,Survey needed,2026-03-11,2026-04-29,,2026-03-19,2026-03-19,,,,WK,WK,,No,,,,,,
J37001 / HUTCHINSON COMMUNITY COLLEGE,Service Complete to Admin,Service Complete,,WK,AS,Hutchinson,"Service: outage on Plum Street sign Service: customer reports issue on north side of plum street sign, diagnose and fix",04.03.26 swapped out bad P/S on primary side middle (North) face. Readdressed and & power cycled. JS,Survey needed,2026-03-30,2026-05-18,,2026-04-08,2026-04-09,,,,WK,WK,,No,,,,,,
J37085 / Genesh Inc./Burger King,Service Complete to Admin,Service Complete,,WK,NH,Liberal,pole sign 1/2 out Customer reports lamps 1/2 out in the pylon ID sign. Check and repair as needed.,05.12.26 relamped cabinet. Missing filler panel. DK 05.20.26 Installed filler panel DK,Survey needed,2026-04-01,2026-05-20,,2026-05-20,2026-05-28,,,,WK,WK,,No,,,,,,
J37205 / TRUCK CENTER COMPANIES,Service Complete to Admin,Service Complete,,WK,NH,Liberal,straps broke Straps broke & dangling. Replace as needed. Make sure the rest of the structure is secure.,04.15.26 - Replaced strap with a new one. - TD,Survey needed,2026-04-09,2026-05-28,,,2026-04-15,,,,WK,WK,,No,,,,,,
J36689 / Dudley's Irish Pub,Service Complete to Admin,Service Complete,,WK,TC,Wichita,"Service Neon Outage - Dudley's Contact: Beth Moses - (316) 617-2233 SERVICE: Customer reports ""Dudley's"" and Top Left & Bottom Right sections of Green circle on their neon sign is out. While on site, ensure all other neon is working as expected. Diagnose and repair as needed. See photo attached to job card. Sign was previously serviced 06/28/24 on J25332, 05/06/25 on J30885, and 10/10/25 on J33860.",STR 4/20  05.07.26 customer went with another sign company.,Survey needed,,,,2026-05-07,2026-05-07,,,,WK,WK,,No,,,,,,
J37440 / CITIZENS BANK OF KANSAS,Service Complete to Admin,Service Complete,,WK,DW,Augusta,Watchfire display is dark. Need technician at site to trouble shoot sign.,06.02.26 replaced bad controller.  Both WF and customer show EMC is online. WF was able to update messges  HA 06.03.26 part ready for return. HA,Survey needed,2026-04-24,2026-06-12,,2026-06-02,2026-06-03,,,,WK,WK,,No,,,,,,
J37646 / LONGHORN STEAKHOUSE,Service Complete to Admin,Service Complete,,WK,DP,Salina,Customer reports damage to LED strips on South and West Elevations. Visit and repair as needed. Check other elevations for damage and issues when on site. Bundle with other service calls to reduce travel cost per customer request. Contact Sara Grimes at 913-709-2861 when on site. Please take and share completion photos.,Cancel As per DP,Survey needed,2026-05-08,2026-06-26,,2026-05-28,2026-05-28,,,,WK,WK,,No,,,,,,
